pokemon_key,form_key,ability_key,ability_name,ability_description,is_hidden,slot
avalugg,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,1
avalugg,default,ice-body,アイスボディ,"天気が あられのとき ＨＰを 少しずつ 回復 する。",0,2
avalugg,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",1,3
avalugg,hisui,strong-jaw,がんじょうあご,"あごが 頑丈で 噛む 技の 威力が 高くなる。",0,1
avalugg,hisui,ice-body,アイスボディ,"天気が あられのとき ＨＰを 少しずつ 回復 する。",0,2
avalugg,hisui,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",1,3
noibat,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",0,1
noibat,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",0,2
noibat,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
noivern,default,frisk,おみとおし,"登場 したとき 相手の 持ち物を 見通すことが できる。",0,1
noivern,default,infiltrator,すりぬけ,"相手の 壁や 身代わりを すりぬけて 攻撃 できる",0,2
noivern,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
xerneas,default,fairy-aura,フェアリーオーラ,"全員の フェアリータイプの 技が 強くなる。",0,1
yveltal,default,dark-aura,ダークオーラ,"全員の あくタイプの 技が 強くなる。",0,1
zygarde,default,aura-break,オーラブレイク,"オーラの 効果を 逆転させて 威力を 下げる。",0,1
zygarde,10-power-construct,power-construct,スワームチェンジ,"ＨＰが 半分に なると セルたちが 応援に 駆けつけ パーフェクトフォルムに 姿を 変える。",0,1
zygarde,50-power-construct,power-construct,スワームチェンジ,"ＨＰが 半分に なると セルたちが 応援に 駆けつけ パーフェクトフォルムに 姿を 変える。",0,1
zygarde,complete,power-construct,スワームチェンジ,"ＨＰが 半分に なると セルたちが 応援に 駆けつけ パーフェクトフォルムに 姿を 変える。",0,1
zygarde,10,aura-break,オーラブレイク,"オーラの 効果を 逆転させて 威力を 下げる。",0,1
diancie,default,clear-body,クリアボディ,"相手の 技や 特性で 能力を 下げられない。",0,1
diancie,mega,magic-bounce,マジックミラー,"相手に だされた 変化技を 受けずに そのまま 返す ことが できる。",0,1
hoopa,default,magician,マジシャン,"技を 当てた 相手の 道具を 奪ってしまう。",0,1
hoopa,unbound,magician,マジシャン,"技を 当てた 相手の 道具を 奪ってしまう。",0,1
volcanion,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",0,1
rowlet,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
rowlet,default,long-reach,えんかく,"すべての 技を 相手に 接触 しないで 出すことが できる。",1,3
dartrix,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
dartrix,default,long-reach,えんかく,"すべての 技を 相手に 接触 しないで 出すことが できる。",1,3
decidueye,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
decidueye,default,long-reach,えんかく,"すべての 技を 相手に 接触 しないで 出すことが できる。",1,3
decidueye,hisui,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
decidueye,hisui,scrappy,きもったま,"ゴーストタイプの ポケモンに ノーマルタイプと かくとうタイプの 技を 当てることが できる。",1,3
litten,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
litten,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",1,3
torracat,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
torracat,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",1,3
incineroar,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
incineroar,default,intimidate,いかく,"登場 したとき 威嚇して 相手を 萎縮させ 相手の 攻撃を 下げて しまう。",1,3
popplio,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
popplio,default,liquid-voice,うるおいボイス,"すべての 音技が みずタイプに なる。",1,3
brionne,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
brionne,default,liquid-voice,うるおいボイス,"すべての 音技が みずタイプに なる。",1,3
primarina,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
primarina,default,liquid-voice,うるおいボイス,"すべての 音技が みずタイプに なる。",1,3
pikipek,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
pikipek,default,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",0,2
pikipek,default,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",1,3
trumbeak,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
trumbeak,default,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",0,2
trumbeak,default,pickup,ものひろい,"相手の 使った 道具を 拾ってくることが ある。 冒険中も 拾ってくる。",1,3
toucannon,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
toucannon,default,skill-link,スキルリンク,"連続技を 使うと いつも 最高回数 出すことが できる。",0,2
toucannon,default,sheer-force,ちからずく,"技の 追加効果は なくなるが そのぶん 高い 威力で 技を 出すことが できる。",1,3
yungoos,default,stakeout,はりこみ,"交代で 出てきた 相手に ２倍の ダメージで 攻撃 できる。",0,1
yungoos,default,strong-jaw,がんじょうあご,"あごが 頑丈で 噛む 技の 威力が 高くなる。",0,2
yungoos,default,adaptability,てきおうりょく,"自分と おなじ タイプの 技の 威力が 上がる。",1,3
gumshoos,default,stakeout,はりこみ,"交代で 出てきた 相手に ２倍の ダメージで 攻撃 できる。",0,1
gumshoos,default,strong-jaw,がんじょうあご,"あごが 頑丈で 噛む 技の 威力が 高くなる。",0,2
gumshoos,default,adaptability,てきおうりょく,"自分と おなじ タイプの 技の 威力が 上がる。",1,3
grubbin,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
charjabug,default,battery,バッテリー,"味方の 特殊技の 威力を 上げる。",0,1
vikavolt,default,levitate,ふゆう,"地面から 浮くことによって じめんタイプの 技を 受けない。",0,1
crabrawler,default,hyper-cutter,かいりきバサミ,"力自慢の ハサミを 持っているので 相手に 攻撃を 下げられない。",0,1
crabrawler,default,iron-fist,てつのこぶし,"パンチを 使う 技の 威力が 上がる。",0,2
crabrawler,default,anger-point,いかりのつぼ,"急所に 攻撃が 当たると 怒りくるって 攻撃力が 最大に なる。",1,3
crabominable,default,hyper-cutter,かいりきバサミ,"力自慢の ハサミを 持っているので 相手に 攻撃を 下げられない。",0,1
crabominable,default,iron-fist,てつのこぶし,"パンチを 使う 技の 威力が 上がる。",0,2
crabominable,default,anger-point,いかりのつぼ,"急所に 攻撃が 当たると 怒りくるって 攻撃力が 最大に なる。",1,3
crabominable,mega,iron-fist,てつのこぶし,"パンチを 使う 技の 威力が 上がる。",0,1
oricorio,default,dancer,おどりこ,"だれかが 踊り技を 使うと 自分も それに 続いて 踊り技を 出すことが できる。",0,1
oricorio,pom-pom,dancer,おどりこ,"だれかが 踊り技を 使うと 自分も それに 続いて 踊り技を 出すことが できる。",0,1
oricorio,pau,dancer,おどりこ,"だれかが 踊り技を 使うと 自分も それに 続いて 踊り技を 出すことが できる。",0,1
oricorio,sensu,dancer,おどりこ,"だれかが 踊り技を 使うと 自分も それに 続いて 踊り技を 出すことが できる。",0,1
cutiefly,default,honey-gather,みつあつめ,"戦闘が 終わったとき あまいミツを 拾うことが ある。",0,1
cutiefly,default,shield-dust,りんぷん,"りんぷんに 守られて 技の 追加効果を 受けなくなる。",0,2
cutiefly,default,sweet-veil,スイートベール,"味方の ポケモンは 眠らなくなる。",1,3
ribombee,default,honey-gather,みつあつめ,"戦闘が 終わったとき あまいミツを 拾うことが ある。",0,1
ribombee,default,shield-dust,りんぷん,"りんぷんに 守られて 技の 追加効果を 受けなくなる。",0,2
ribombee,default,sweet-veil,スイートベール,"味方の ポケモンは 眠らなくなる。",1,3
rockruff,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
rockruff,default,vital-spirit,やるき,"やる気を だすことに よって ねむり状態に ならない。",0,2
rockruff,default,steadfast,ふくつのこころ,"ひるむ たびに 不屈の心を 燃やして 素早さが 上がる。",1,3
rockruff,own-tempo,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,1
lycanroc,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
lycanroc,default,sand-rush,すなかき,"天気が すなあらし のとき 素早さが 上がる。",0,2
lycanroc,default,steadfast,ふくつのこころ,"ひるむ たびに 不屈の心を 燃やして 素早さが 上がる。",1,3
lycanroc,midnight,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
lycanroc,midnight,vital-spirit,やるき,"やる気を だすことに よって ねむり状態に ならない。",0,2
lycanroc,midnight,no-guard,ノーガード,"ノーガード戦法に よって お互いの 出す 技が かならず 当たる ようになる。",1,3
lycanroc,dusk,tough-claws,かたいツメ,"相手に 接触する 技の 威力が 高くなる。",0,1
wishiwashi,default,schooling,ぎょぐん,"ＨＰが 多いときは 群れて 強くなる。 ＨＰの 残りが 少なくなると 群れは 散り散りに なってしまう。",0,1
wishiwashi,school,schooling,ぎょぐん,"ＨＰが 多いときは 群れて 強くなる。 ＨＰの 残りが 少なくなると 群れは 散り散りに なってしまう。",0,1
mareanie,default,merciless,ひとでなし,"どく状態の 相手を 攻撃すると かならず 急所に 当たる。",0,1
mareanie,default,limber,じゅうなん,"柔軟な 体によって まひ状態に ならない。",0,2
mareanie,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
toxapex,default,merciless,ひとでなし,"どく状態の 相手を 攻撃すると かならず 急所に 当たる。",0,1
toxapex,default,limber,じゅうなん,"柔軟な 体によって まひ状態に ならない。",0,2
toxapex,default,regenerator,さいせいりょく,"手持ちに 引っ込むと ＨＰが 少し 回復する。",1,3
mudbray,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,1
mudbray,default,stamina,じきゅうりょく,"攻撃を 受けると 防御が 上がる。",0,2
mudbray,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
mudsdale,default,own-tempo,マイペース,"マイペースなので こんらん状態に ならない。",0,1
mudsdale,default,stamina,じきゅうりょく,"攻撃を 受けると 防御が 上がる。",0,2
mudsdale,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",1,3
dewpider,default,water-bubble,すいほう,"自分に 対する ほのおタイプの 技の 威力を 下げる。 やけど しない。",0,1
dewpider,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",1,3
araquanid,default,water-bubble,すいほう,"自分に 対する ほのおタイプの 技の 威力を 下げる。 やけど しない。",0,1
araquanid,default,water-absorb,ちょすい,"みずタイプの 技を 受けると ダメージを 受けずに 回復する。",1,3
fomantis,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",0,1
fomantis,default,contrary,あまのじゃく,"能力の 変化が 逆転して 上がるときに 下がり 下がるときに 上がる。",1,3
lurantis,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",0,1
lurantis,default,contrary,あまのじゃく,"能力の 変化が 逆転して 上がるときに 下がり 下がるときに 上がる。",1,3
morelull,default,illuminate,はっこう,"あたりを 明るくする ことで 野生の ポケモンに 遭遇 しやすくなる。",0,1
morelull,default,effect-spore,ほうし,"攻撃で 自分に 触れた 相手を どくや まひや ねむり状態に する ことがある。",0,2
morelull,default,rain-dish,あめうけざら,"天気が 雨のとき 少しずつ ＨＰを 回復する。",1,3
shiinotic,default,illuminate,はっこう,"あたりを 明るくする ことで 野生の ポケモンに 遭遇 しやすくなる。",0,1
shiinotic,default,effect-spore,ほうし,"攻撃で 自分に 触れた 相手を どくや まひや ねむり状態に する ことがある。",0,2
shiinotic,default,rain-dish,あめうけざら,"天気が 雨のとき 少しずつ ＨＰを 回復する。",1,3
salandit,default,corrosion,ふしょく,"はがねタイプや どくタイプも どく状態に することが できる。",0,1
salandit,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",1,3
salazzle,default,corrosion,ふしょく,"はがねタイプや どくタイプも どく状態に することが できる。",0,1
salazzle,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",1,3
stufful,default,fluffy,もふもふ,"相手から 受けた 接触する 技の ダメージを 半減するが ほのおタイプの 技の ダメージは ２倍になる。",0,1
stufful,default,klutz,ぶきよう,"持っている 道具を 使うことが できない。",0,2
stufful,default,cute-charm,メロメロボディ,"自分に 触った 相手を メロメロに することが ある。",1,3
bewear,default,fluffy,もふもふ,"相手から 受けた 接触する 技の ダメージを 半減するが ほのおタイプの 技の ダメージは ２倍になる。",0,1
bewear,default,klutz,ぶきよう,"持っている 道具を 使うことが できない。",0,2
bewear,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",1,3
bounsweet,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",0,1
bounsweet,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",0,2
bounsweet,default,sweet-veil,スイートベール,"味方の ポケモンは 眠らなくなる。",1,3
steenee,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",0,1
steenee,default,oblivious,どんかん,"鈍感なので メロメロや ちょうはつ状態に ならない。",0,2
steenee,default,sweet-veil,スイートベール,"味方の ポケモンは 眠らなくなる。",1,3
tsareena,default,leaf-guard,リーフガード,"天気が 晴れのときは 状態異常に ならない。",0,1
tsareena,default,queenly-majesty,じょおうのいげん,"相手に 威圧感を あたえ こちらに むかって 先制技を 出せない ようにする。",0,2
tsareena,default,sweet-veil,スイートベール,"味方の ポケモンは 眠らなくなる。",1,3
comfey,default,flower-veil,フラワーベール,"味方の 草ポケモンは 能力が 下がらず 状態異常にも ならない。",0,1
comfey,default,triage,ヒーリングシフト,"回復技を 先制で 出すことが できる。",0,2
comfey,default,natural-cure,しぜんかいふく,"手持ちに ひっこむと 状態異常が 治る。",1,3
oranguru,default,inner-focus,せいしんりょく,"鍛えられた 精神に よって 相手の 攻撃に ひるまない。",0,1
oranguru,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",0,2
oranguru,default,symbiosis,きょうせい,"味方が 道具を 使うと 自分の 持っている 道具を 味方に 渡す。",1,3
passimian,default,receiver,レシーバー,"倒された 味方の 特性を 受け継いで 同じ 特性に なる。",0,1
passimian,default,defiant,まけんき,"能力を 下げられると 攻撃が ぐーんと 上がる。",1,3
wimpod,default,wimp-out,にげごし,"ＨＰが 半分に なると あわてて 逃げ出して 手持ちに 引っ込んで しまう。",0,1
golisopod,default,emergency-exit,ききかいひ,"ＨＰが 半分に なると 危険を 回避するため 手持ちに 引っ込んで しまう。",0,1
sandygast,default,water-compaction,みずがため,"みずタイプの 技を 受けると 防御が ぐーんと 上がる。",0,1
sandygast,default,sand-veil,すながくれ,"砂あらしの とき 回避率が 上がる。",1,3
palossand,default,water-compaction,みずがため,"みずタイプの 技を 受けると 防御が ぐーんと 上がる。",0,1
palossand,default,sand-veil,すながくれ,"砂あらしの とき 回避率が 上がる。",1,3
pyukumuku,default,innards-out,とびだすなかみ,"相手に 倒されたとき ＨＰの 残りの ぶんだけ 相手に ダメージを あたえる。",0,1
pyukumuku,default,unaware,てんねん,"相手の 能力の 変化を 無視して 攻撃が できる。",1,3
type-null,default,battle-armor,カブトアーマー,"硬い 甲羅に 守られて 相手の 攻撃が 急所に 当たらない。",0,1
silvally,default,rks-system,ＡＲシステム,"持っている メモリで 自分の タイプが 変わる。",0,1
minior,default,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,orange-meteor,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,yellow-meteor,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,green-meteor,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,blue-meteor,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,indigo-meteor,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,violet-meteor,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,red,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,orange,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,yellow,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,green,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,blue,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,indigo,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
minior,violet,shields-down,リミットシールド,"ＨＰが 半分に なると 殻が 壊れて 攻撃的に なる。",0,1
komala,default,comatose,ぜったいねむり,"つねに 夢うつつの 状態で 絶対に 目覚めない。 眠ったまま 攻撃が できる。",0,1
turtonator,default,shell-armor,シェルアーマー,"硬い 殻に 守られ 相手の 攻撃が 急所に 当たらない。",0,1
togedemaru,default,iron-barbs,てつのトゲ,"自分に 触った 相手に 鉄のトゲで ダメージを あたえる。",0,1
togedemaru,default,lightning-rod,ひらいしん,"でんきタイプの 技を 自分に 寄せつけ ダメージを 受けずに 特攻が 上がる。",0,2
togedemaru,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",1,3
mimikyu,default,disguise,ばけのかわ,"体を 被う 化けの皮で １回 攻撃を 防ぐことが できる。",0,1
mimikyu,busted,disguise,ばけのかわ,"体を 被う 化けの皮で １回 攻撃を 防ぐことが できる。",0,1
bruxish,default,dazzling,ビビッドボディ,"相手を びっくり させて こちらに むかって 先制技を 出せない ようにする。",0,1
bruxish,default,strong-jaw,がんじょうあご,"あごが 頑丈で 噛む 技の 威力が 高くなる。",0,2
bruxish,default,wonder-skin,ミラクルスキン,"変化技を 受けにくい 体に なっている。",1,3
drampa,default,berserk,ぎゃくじょう,"相手の 攻撃で ＨＰが 半分に なると 特攻が 上がる。",0,1
drampa,default,sap-sipper,そうしょく,"くさタイプの 技を 受けると ダメージを 受けずに 攻撃が 上がる。",0,2
drampa,default,cloud-nine,ノーてんき,"あらゆる 天気の 影響が なくなって しまう。",1,3
drampa,mega,berserk,ぎゃくじょう,"相手の 攻撃で ＨＰが 半分に なると 特攻が 上がる。",0,1
dhelmise,default,steelworker,はがねつかい,"はがねタイプの 技の 威力が 上がる。",0,1
jangmo-o,default,bulletproof,ぼうだん,"相手の 弾や 爆弾などの 技を 防ぐことが できる。",0,1
jangmo-o,default,soundproof,ぼうおん,"音を 遮断 することに よって 音の 攻撃を 受けない。",0,2
jangmo-o,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
hakamo-o,default,bulletproof,ぼうだん,"相手の 弾や 爆弾などの 技を 防ぐことが できる。",0,1
hakamo-o,default,soundproof,ぼうおん,"音を 遮断 することに よって 音の 攻撃を 受けない。",0,2
hakamo-o,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
kommo-o,default,bulletproof,ぼうだん,"相手の 弾や 爆弾などの 技を 防ぐことが できる。",0,1
kommo-o,default,soundproof,ぼうおん,"音を 遮断 することに よって 音の 攻撃を 受けない。",0,2
kommo-o,default,overcoat,ぼうじん,"すなあらしや あられなどの ダメージを 受けない。 粉の 技を 受けない。",1,3
tapu-koko,default,electric-surge,エレキメイカー,"登場 したときに エレキフィールドを はりめぐらせる。",0,1
tapu-koko,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
tapu-lele,default,psychic-surge,サイコメイカー,"登場 したときに サイコフィールドを はりめぐらせる。",0,1
tapu-lele,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
tapu-bulu,default,grassy-surge,グラスメイカー,"登場 したときに グラスフィールドを はりめぐらせる。",0,1
tapu-bulu,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
tapu-fini,default,misty-surge,ミストメイカー,"登場 したときに ミストフィールドを はりめぐらせる。",0,1
tapu-fini,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
cosmog,default,unaware,てんねん,"相手の 能力の 変化を 無視して 攻撃が できる。",0,1
cosmoem,default,sturdy,がんじょう,"相手の 技を 受けても 一撃で 倒されることが ない。 一撃必殺技も 効かない。",0,1
solgaleo,default,full-metal-body,メタルプロテクト,"相手の 技や 特性で 能力を 下げられない。",0,1
lunala,default,shadow-shield,ファントムガード,"ＨＰが 満タンの ときに 受ける ダメージが 少なくなる。",0,1
nihilego,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
buzzwole,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
pheromosa,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
xurkitree,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
celesteela,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
kartana,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
guzzlord,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
necrozma,default,prism-armor,プリズムアーマー,"効果バツグンに なってしまう 攻撃の 威力を 弱める ことが できる。",0,1
necrozma,dusk,prism-armor,プリズムアーマー,"効果バツグンに なってしまう 攻撃の 威力を 弱める ことが できる。",0,1
necrozma,dawn,prism-armor,プリズムアーマー,"効果バツグンに なってしまう 攻撃の 威力を 弱める ことが できる。",0,1
necrozma,ultra,neuroforce,ブレインフォース,"効果バツグンの 攻撃で 威力が さらに 上がる。",0,1
magearna,default,soul-heart,ソウルハート,"ポケモンが ひんしに なるたびに 特攻が 上がる。",0,1
magearna,original,soul-heart,ソウルハート,"ポケモンが ひんしに なるたびに 特攻が 上がる。",0,1
marshadow,default,technician,テクニシャン,"威力が 低い 技の 威力を 高くして 攻撃できる。",0,1
poipole,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
naganadel,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
stakataka,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
blacephalon,default,beast-boost,ビーストブースト,"相手を 倒したとき 自分の いちばん 高い 能力が 上がる。",0,1
zeraora,default,volt-absorb,ちくでん,"でんきタイプの 技を 受けると ダメージを 受けずに 回復する。",0,1
meltan,default,magnet-pull,じりょく,"はがねタイプの ポケモンを 磁力で 引きつけて 逃げられなくする。",0,1
melmetal,default,iron-fist,てつのこぶし,"パンチを 使う 技の 威力が 上がる。",0,1
grookey,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
grookey,default,grassy-surge,グラスメイカー,"登場 したときに グラスフィールドを はりめぐらせる。",1,3
thwackey,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
thwackey,default,grassy-surge,グラスメイカー,"登場 したときに グラスフィールドを はりめぐらせる。",1,3
rillaboom,default,overgrow,しんりょく,"ＨＰが 減ったとき くさタイプの 技の 威力が 上がる。",0,1
rillaboom,default,grassy-surge,グラスメイカー,"登場 したときに グラスフィールドを はりめぐらせる。",1,3
scorbunny,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
scorbunny,default,libero,リベロ,"自分が 出す 技と 同じ タイプに 変化する。",1,3
raboot,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
raboot,default,libero,リベロ,"自分が 出す 技と 同じ タイプに 変化する。",1,3
cinderace,default,blaze,もうか,"ＨＰが 減ったとき ほのおタイプの 技の 威力が 上がる。",0,1
cinderace,default,libero,リベロ,"自分が 出す 技と 同じ タイプに 変化する。",1,3
sobble,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
sobble,default,sniper,スナイパー,"攻撃を 急所に 当てると 威力が さらに 上がる。",1,3
drizzile,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
drizzile,default,sniper,スナイパー,"攻撃を 急所に 当てると 威力が さらに 上がる。",1,3
inteleon,default,torrent,げきりゅう,"ＨＰが 減ったとき みずタイプの 技の 威力が 上がる。",0,1
inteleon,default,sniper,スナイパー,"攻撃を 急所に 当てると 威力が さらに 上がる。",1,3
skwovet,default,cheek-pouch,ほおぶくろ,"どんな きのみでも 食べると ＨＰも 回復する。",0,1
skwovet,default,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",1,3
greedent,default,cheek-pouch,ほおぶくろ,"どんな きのみでも 食べると ＨＰも 回復する。",0,1
greedent,default,gluttony,くいしんぼう,"ＨＰが 少なくなったら 食べる きのみを ＨＰ 半分の 時に 食べてしまう。",1,3
rookidee,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
rookidee,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",0,2
rookidee,default,big-pecks,はとむね,"防御を 下げる 効果を 受けない。",1,3
corvisquire,default,keen-eye,するどいめ,"鋭い 目の おかげで 命中率を 下げられない。",0,1
corvisquire,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",0,2
corvisquire,default,big-pecks,はとむね,"防御を 下げる 効果を 受けない。",1,3
corviknight,default,pressure,プレッシャー,"プレッシャーを あたえて 相手の 使う 技の ＰＰを 多く 減らす。",0,1
corviknight,default,unnerve,きんちょうかん,"相手を 緊張させて きのみを 食べられなく させる。",0,2
corviknight,default,mirror-armor,ミラーアーマー,"自分が 受けた 能力 ダウンの 効果 だけを 跳ね返す。",1,3
blipbug,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
blipbug,default,compound-eyes,ふくがん,"複眼を 持っているため 技の 命中率が 上がる。",0,2
blipbug,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
dottler,default,swarm,むしのしらせ,"ＨＰが 減ったとき むしタイプの 技の 威力が 上がる。",0,1
dottler,default,compound-eyes,ふくがん,"複眼を 持っているため 技の 命中率が 上がる。",0,2
dottler,default,telepathy,テレパシー,"味方の 攻撃を 読み取って 技を 回避する。",1,3
