national_dex_number,form_order,key,form_key,name,kana,type1,type2,h,a,b,c,d,s,image_url
779,0,bruxish,default,ハギギシリ,はぎぎしり,みず,エスパー,68,105,70,70,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
780,0,drampa,default,ジジーロン,じじーろん,ノーマル,ドラゴン,78,60,85,135,91,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
780,1,drampa,mega,ジジーロン（メガシンカ）,じじーろん（めがしんか）,ノーマル,ドラゴン,78,85,110,160,116,36,
781,0,dhelmise,default,ダダリン,だだりん,ゴースト,くさ,70,131,100,86,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
782,0,jangmo-o,default,ジャラコ,じゃらこ,ドラゴン,,45,55,65,45,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
783,0,hakamo-o,default,ジャランゴ,じゃらんご,ドラゴン,かくとう,55,75,90,65,70,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
784,0,kommo-o,default,ジャラランガ,じゃららんが,ドラゴン,かくとう,75,110,125,100,105,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
785,0,tapu-koko,default,カプ・コケコ,かぷ・こけこ,でんき,フェアリー,70,115,85,95,75,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
786,0,tapu-lele,default,カプ・テテフ,かぷ・ててふ,エスパー,フェアリー,70,85,75,130,115,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
787,0,tapu-bulu,default,カプ・ブルル,かぷ・ぶるる,くさ,フェアリー,70,130,115,85,95,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
788,0,tapu-fini,default,カプ・レヒレ,かぷ・れひれ,みず,フェアリー,70,75,115,95,130,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
789,0,cosmog,default,コスモッグ,こすもっぐ,エスパー,,43,29,31,29,31,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
790,0,cosmoem,default,コスモウム,こすもうむ,エスパー,,43,29,131,29,131,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
791,0,solgaleo,default,ソルガレオ,そるがれお,エスパー,はがね,137,137,107,113,89,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
792,0,lunala,default,ルナアーラ,るなあーら,エスパー,ゴースト,137,113,89,137,107,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
793,0,nihilego,default,ウツロイド,うつろいど,いわ,どく,109,53,47,127,131,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
794,0,buzzwole,default,マッシブーン,まっしぶーん,むし,かくとう,107,139,139,53,53,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
795,0,pheromosa,default,フェローチェ,ふぇろーちぇ,むし,かくとう,71,137,37,137,37,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
796,0,xurkitree,default,デンジュモク,でんじゅもく,でんき,,83,89,71,173,71,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
797,0,celesteela,default,テッカグヤ,てっかぐや,はがね,ひこう,97,101,103,107,101,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
798,0,kartana,default,カミツルギ,かみつるぎ,くさ,はがね,59,181,131,59,31,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
799,0,guzzlord,default,アクジキング,あくじきんぐ,あく,ドラゴン,223,101,53,97,53,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
800,0,necrozma,default,ネクロズマ,ねくろずま,エスパー,,97,107,101,127,89,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png
800,1,necrozma,dusk,ネクロズマ（dusk）,ねくろずま（dusk）,エスパー,はがね,97,157,127,113,109,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10155.png
800,2,necrozma,dawn,ネクロズマ（dawn）,ねくろずま（dawn）,エスパー,ゴースト,97,113,109,157,127,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10156.png
800,3,necrozma,ultra,ネクロズマ（ultra）,ねくろずま（ultra）,エスパー,ドラゴン,97,167,97,167,97,129,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10157.png
801,0,magearna,default,マギアナ,まぎあな,はがね,フェアリー,80,95,115,130,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
801,1,magearna,original,マギアナ（original）,まぎあな（original）,はがね,フェアリー,80,95,115,130,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10147.png
801,2,magearna,mega,マギアナ（メガシンカ）,まぎあな（めがしんか）,はがね,フェアリー,80,125,115,170,115,95,
801,3,magearna,original-mega,マギアナ（original-mega）,まぎあな（original-mega）,はがね,フェアリー,80,125,115,170,115,95,
802,0,marshadow,default,マーシャドー,まーしゃどー,かくとう,ゴースト,90,125,80,90,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
803,0,poipole,default,ベベノム,べべのむ,どく,,67,73,67,73,67,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png
804,0,naganadel,default,アーゴヨン,あーごよん,どく,ドラゴン,73,73,73,127,73,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png
805,0,stakataka,default,ツンデツンデ,つんでつんで,いわ,はがね,61,131,211,53,101,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png
806,0,blacephalon,default,ズガドーン,ずがどーん,ほのお,ゴースト,53,127,53,151,79,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png
807,0,zeraora,default,ゼラオラ,ぜらおら,でんき,,88,112,75,102,80,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png
807,1,zeraora,mega,ゼラオラ（メガシンカ）,ぜらおら（めがしんか）,でんき,,88,157,75,147,80,153,
808,0,meltan,default,メルタン,めるたん,はがね,,46,65,65,55,35,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png
809,0,melmetal,default,メルメタル,めるめたる,はがね,,135,143,143,80,65,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png
810,0,grookey,default,サルノリ,さるのり,くさ,,50,65,50,40,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
811,0,thwackey,default,バチンキー,ばちんきー,くさ,,70,85,70,55,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png
812,0,rillaboom,default,ゴリランダー,ごりらんだー,くさ,,100,125,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png
813,0,scorbunny,default,ヒバニー,ひばにー,ほのお,,50,71,40,40,40,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png
814,0,raboot,default,ラビフット,らびふっと,ほのお,,65,86,60,55,60,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png
815,0,cinderace,default,エースバーン,えーすばーん,ほのお,,80,116,75,65,75,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png
816,0,sobble,default,メッソン,めっそん,みず,,50,40,40,70,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png
817,0,drizzile,default,ジメレオン,じめれおん,みず,,65,60,55,95,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
818,0,inteleon,default,インテレオン,いんてれおん,みず,,70,85,65,125,65,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png
819,0,skwovet,default,ホシガリス,ほしがりす,ノーマル,,70,55,55,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png
820,0,greedent,default,ヨクバリス,よくばりす,ノーマル,,120,95,95,55,75,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
821,0,rookidee,default,ココガラ,ここがら,ひこう,,38,47,35,33,35,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png
822,0,corvisquire,default,アオガラス,あおがらす,ひこう,,68,67,55,43,55,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png
823,0,corviknight,default,アーマーガア,あーまーがあ,ひこう,はがね,98,87,105,53,85,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png
824,0,blipbug,default,サッチムシ,さっちむし,むし,,25,20,20,25,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png
825,0,dottler,default,レドームシ,れどーむし,むし,エスパー,50,35,80,50,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
826,0,orbeetle,default,イオルブ,いおるぶ,むし,エスパー,60,45,110,80,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png
827,0,nickit,default,クスネ,くすね,あく,,40,28,28,47,52,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png
828,0,thievul,default,フォクスライ,ふぉくすらい,あく,,70,58,58,87,92,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png
829,0,gossifleur,default,ヒメンカ,ひめんか,くさ,,40,40,60,40,60,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
830,0,eldegoss,default,ワタシラガ,わたしらが,くさ,,60,50,90,80,120,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
831,0,wooloo,default,ウールー,うーるー,ノーマル,,42,40,55,40,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png
832,0,dubwool,default,バイウールー,ばいうーるー,ノーマル,,72,80,100,60,90,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
833,0,chewtle,default,カムカメ,かむかめ,みず,,50,64,50,38,38,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png
834,0,drednaw,default,カジリガメ,かじりがめ,みず,いわ,90,115,90,48,68,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png
835,0,yamper,default,ワンパチ,わんぱち,でんき,,59,45,50,40,50,26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png
836,0,boltund,default,パルスワン,ぱるすわん,でんき,,69,90,60,90,60,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png
837,0,rolycoly,default,タンドン,たんどん,いわ,,30,40,50,40,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png
838,0,carkol,default,トロッゴン,とろっごん,いわ,ほのお,80,60,90,60,70,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png
839,0,coalossal,default,セキタンザン,せきたんざん,いわ,ほのお,110,80,120,80,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png
840,0,applin,default,カジッチュ,かじっちゅ,くさ,ドラゴン,40,40,80,40,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png
841,0,flapple,default,アップリュー,あっぷりゅー,くさ,ドラゴン,70,110,80,95,60,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png
842,0,appletun,default,タルップル,たるっぷる,くさ,ドラゴン,110,85,80,100,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png
843,0,silicobra,default,スナヘビ,すなへび,じめん,,52,57,75,35,50,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png
844,0,sandaconda,default,サダイジャ,さだいじゃ,じめん,,72,107,125,65,70,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png
845,0,cramorant,default,ウッウ,うっう,ひこう,みず,70,85,55,85,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png
845,1,cramorant,gulping,ウッウ（gulping）,うっう（gulping）,ひこう,みず,70,85,55,85,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10182.png
845,2,cramorant,gorging,ウッウ（gorging）,うっう（gorging）,ひこう,みず,70,85,55,85,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10183.png
846,0,arrokuda,default,サシカマス,さしかます,みず,,41,63,40,40,30,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png
847,0,barraskewda,default,カマスジョー,かますじょー,みず,,61,123,60,60,50,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png
848,0,toxel,default,エレズン,えれずん,でんき,どく,40,38,35,54,35,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png
849,0,toxtricity,default,ストリンダー,すとりんだー,でんき,どく,75,98,70,114,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png
849,1,toxtricity,low-key,ストリンダー（low-key）,すとりんだー（low-key）,でんき,どく,75,98,70,114,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10184.png
850,0,sizzlipede,default,ヤクデ,やくで,ほのお,むし,50,65,45,50,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png
851,0,centiskorch,default,マルヤクデ,まるやくで,ほのお,むし,100,115,65,90,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png
852,0,clobbopus,default,タタッコ,たたっこ,かくとう,,50,68,60,50,50,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png
853,0,grapploct,default,オトスパス,おとすぱす,かくとう,,80,118,90,70,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png
854,0,sinistea,default,ヤバチャ,やばちゃ,ゴースト,,40,45,45,74,54,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png
855,0,polteageist,default,ポットデス,ぽっとです,ゴースト,,60,65,65,134,114,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png
856,0,hatenna,default,ミブリム,みぶりむ,エスパー,,42,30,45,56,53,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png
857,0,hattrem,default,テブリム,てぶりむ,エスパー,,57,40,65,86,73,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png
858,0,hatterene,default,ブリムオン,ぶりむおん,エスパー,フェアリー,57,90,95,136,103,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png
859,0,impidimp,default,ベロバー,べろばー,あく,フェアリー,45,45,30,55,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png
860,0,morgrem,default,ギモー,ぎもー,あく,フェアリー,65,60,45,75,55,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png
861,0,grimmsnarl,default,オーロンゲ,おーろんげ,あく,フェアリー,95,120,65,95,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png
862,0,obstagoon,default,タチフサグマ,たちふさぐま,あく,ノーマル,93,90,101,60,81,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png
863,0,perrserker,default,ニャイキング,にゃいきんぐ,はがね,,70,110,100,50,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png
864,0,cursola,default,サニゴーン,さにごーん,ゴースト,,60,95,50,145,130,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png
865,0,sirfetchd,default,ネギガナイト,ねぎがないと,かくとう,,62,135,95,68,82,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png
866,0,mr-rime,default,バリコオル,ばりこおる,こおり,エスパー,80,85,75,110,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png
867,0,runerigus,default,デスバーン,ですばーん,じめん,ゴースト,58,95,145,50,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png
868,0,milcery,default,マホミル,まほみる,フェアリー,,45,40,40,50,61,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png
869,0,alcremie,default,マホイップ,まほいっぷ,フェアリー,,65,60,75,110,121,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png
870,0,falinks,default,タイレーツ,たいれーつ,かくとう,,65,100,100,70,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png
870,1,falinks,mega,タイレーツ（メガシンカ）,たいれーつ（めがしんか）,かくとう,,65,135,135,70,65,100,
871,0,pincurchin,default,バチンウニ,ばちんうに,でんき,,48,101,95,91,85,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png
872,0,snom,default,ユキハミ,ゆきはみ,こおり,むし,30,25,35,45,30,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png
873,0,frosmoth,default,モスノウ,もすのう,こおり,むし,70,65,60,125,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png
874,0,stonjourner,default,イシヘンジン,いしへんじん,いわ,,100,125,135,20,20,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png
875,0,eiscue,default,コオリッポ,こおりっぽ,こおり,,75,80,110,65,90,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png
875,1,eiscue,noice,コオリッポ（noice）,こおりっぽ（noice）,こおり,,75,80,70,65,50,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png
876,0,indeedee,default,イエッサン,いえっさん,エスパー,ノーマル,60,65,55,105,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png
876,1,indeedee,female,イエッサン（female）,いえっさん（female）,エスパー,ノーマル,70,55,65,95,105,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10186.png
877,0,morpeko,default,モルペコ,もるぺこ,でんき,あく,58,95,58,70,58,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png
877,1,morpeko,hangry,モルペコ（hangry）,もるぺこ（hangry）,でんき,あく,58,95,58,70,58,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10187.png
878,0,cufant,default,ゾウドウ,ぞうどう,はがね,,72,80,49,40,49,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png
879,0,copperajah,default,ダイオウドウ,だいおうどう,はがね,,122,130,69,80,69,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png
880,0,dracozolt,default,パッチラゴン,ぱっちらごん,でんき,ドラゴン,90,100,90,80,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png
881,0,arctozolt,default,パッチルドン,ぱっちるどん,でんき,こおり,90,100,90,90,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png
882,0,dracovish,default,ウオノラゴン,うおのらごん,みず,ドラゴン,90,90,100,70,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png
883,0,arctovish,default,ウオチルドン,うおちるどん,みず,こおり,90,90,100,80,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png
884,0,duraludon,default,ジュラルドン,じゅらるどん,はがね,ドラゴン,70,95,115,120,50,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png
885,0,dreepy,default,ドラメシヤ,どらめしや,ドラゴン,ゴースト,28,60,30,40,30,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png
886,0,drakloak,default,ドロンチ,どろんち,ドラゴン,ゴースト,68,80,50,60,50,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png
887,0,dragapult,default,ドラパルト,どらぱると,ドラゴン,ゴースト,88,120,75,100,75,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png
888,0,zacian,default,ザシアン,ざしあん,フェアリー,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png
888,1,zacian,crowned,ザシアン（crowned）,ざしあん（crowned）,フェアリー,はがね,92,150,115,80,115,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10188.png
889,0,zamazenta,default,ザマゼンタ,ざまぜんた,かくとう,,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png
889,1,zamazenta,crowned,ザマゼンタ（crowned）,ざまぜんた（crowned）,かくとう,はがね,92,120,140,80,140,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10189.png
890,0,eternatus,default,ムゲンダイナ,むげんだいな,どく,ドラゴン,140,85,95,145,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png
891,0,kubfu,default,ダクマ,だくま,かくとう,,60,90,60,53,50,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png
892,0,urshifu,default,ウーラオス,うーらおす,かくとう,あく,100,130,100,63,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png
892,1,urshifu,rapid-strike,ウーラオス（rapid-strike）,うーらおす（rapid-strike）,かくとう,みず,100,130,100,63,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10191.png
893,0,zarude,default,ザルード,ざるーど,あく,くさ,105,120,105,70,95,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png
893,1,zarude,dada,ザルード（dada）,ざるーど（dada）,あく,くさ,105,120,105,70,95,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10192.png
894,0,regieleki,default,レジエレキ,れじえれき,でんき,,80,100,50,100,50,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png
895,0,regidrago,default,レジドラゴ,れじどらご,ドラゴン,,200,100,50,100,50,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png
896,0,glastrier,default,ブリザポス,ぶりざぽす,こおり,,100,145,130,65,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png
897,0,spectrier,default,レイスポス,れいすぽす,ゴースト,,100,65,60,145,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png
898,0,calyrex,default,バドレックス,ばどれっくす,エスパー,くさ,100,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png
898,1,calyrex,ice,バドレックス（ice）,ばどれっくす（ice）,エスパー,こおり,100,165,150,85,130,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10193.png
898,2,calyrex,shadow,バドレックス（shadow）,ばどれっくす（shadow）,エスパー,ゴースト,100,85,80,165,100,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10194.png
899,0,wyrdeer,default,アヤシシ,あやしし,ノーマル,エスパー,103,105,72,105,75,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png
900,0,kleavor,default,バサギリ,ばさぎり,むし,いわ,70,135,95,45,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png
901,0,ursaluna,default,ガチグマ,がちぐま,じめん,ノーマル,130,140,105,45,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png
901,1,ursaluna,bloodmoon,ガチグマ（bloodmoon）,がちぐま（bloodmoon）,じめん,ノーマル,113,70,120,135,65,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10272.png
902,0,basculegion,default,イダイトウ,いだいとう,みず,ゴースト,120,112,65,80,75,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png
902,1,basculegion,female,イダイトウ（female）,いだいとう（female）,みず,ゴースト,120,92,65,100,75,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10248.png
903,0,sneasler,default,オオニューラ,おおにゅーら,かくとう,どく,80,130,60,40,80,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png
904,0,overqwil,default,ハリーマン,はりーまん,あく,どく,85,115,95,65,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png
905,0,enamorus,default,ラブトロス,らぶとろす,フェアリー,ひこう,74,115,70,135,80,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png
905,1,enamorus,therian,ラブトロス（therian）,らぶとろす（therian）,フェアリー,ひこう,74,115,110,135,100,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10249.png
906,0,sprigatito,default,ニャオハ,にゃおは,くさ,,40,61,54,45,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png
907,0,floragato,default,ニャローテ,にゃろーて,くさ,,61,80,63,60,63,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png
908,0,meowscarada,default,マスカーニャ,ますかーにゃ,くさ,あく,76,110,70,81,70,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png
909,0,fuecoco,default,ホゲータ,ほげーた,ほのお,,67,45,59,63,40,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png
910,0,crocalor,default,アチゲータ,あちげーた,ほのお,,81,55,78,90,58,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png
911,0,skeledirge,default,ラウドボーン,らうどぼーん,ほのお,ゴースト,104,75,100,110,75,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png
912,0,quaxly,default,クワッス,くわっす,みず,,55,65,45,50,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png
913,0,quaxwell,default,ウェルカモ,うぇるかも,みず,,70,85,65,65,60,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png
914,0,quaquaval,default,ウェーニバル,うぇーにばる,みず,かくとう,85,120,80,85,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png
915,0,lechonk,default,グルトン,ぐるとん,ノーマル,,54,45,40,35,45,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png
916,0,oinkologne,default,パフュートン,ぱふゅーとん,ノーマル,,110,100,75,59,80,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png
916,1,oinkologne,female,パフュートン（female）,ぱふゅーとん（female）,ノーマル,,115,90,70,59,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10254.png
